CED (2019),Australian Citizenship,Sex,Age,Highest Educational Attainment,Birthplace,Persons,ccellid,cgender,ccountry_born,cage_group4,ceducation,cced_name,cstate_name,cnumber,cced_2016lab2ppshare,cgender2,ccountry_born2,ccountry_born3,cnumber.ced,cpercent.ced,ceducation2,ceducation3,ceducation4,cage_group4.34.49,cage_group4.49.64,cage_group4.64.104
Dobell,Australian and not stated,Male,35-49,Group 1,Australia,3851,1069,1,1,2,1,Dobell,NSW,3851,54.81,0,0,0,111957,0.034397135,0,0,0,1,0,0
Dobell,Australian and not stated,Male,35-49,Group 1,Born overseas,284,1070,1,2,2,1,Dobell,NSW,284,54.81,0,1,0,111957,0.002536688,0,0,0,1,0,0
Dobell,Australian and not stated,Male,35-49,Group 1,Not stated/Sup,100,1071,1,3,2,1,Dobell,NSW,100,54.81,0,0,1,111957,0.0008932,0,0,0,1,0,0
Dobell,Australian and not stated,Male,35-49,Group 2,Australia,4040,1072,1,1,2,2,Dobell,NSW,4040,54.81,0,0,0,111957,0.036085283,1,0,0,1,0,0
Dobell,Australian and not stated,Male,35-49,Group 2,Born overseas,321,1073,1,2,2,2,Dobell,NSW,321,54.81,0,1,0,111957,0.002867172,1,0,0,1,0,0
Dobell,Australian and not stated,Male,35-49,Group 2,Not stated/Sup,70,1074,1,3,2,2,Dobell,NSW,70,54.81,0,0,1,111957,0.00062524,1,0,0,1,0,0
Dobell,Australian and not stated,Male,35-49,Group 3,Australia,2390,1075,1,1,2,3,Dobell,NSW,2390,54.81,0,0,0,111957,0.021347482,0,1,0,1,0,0
Dobell,Australian and not stated,Male,35-49,Group 3,Born overseas,522,1076,1,2,2,3,Dobell,NSW,522,54.81,0,1,0,111957,0.004662504,0,1,0,1,0,0
Dobell,Australian and not stated,Male,35-49,Group 3,Not stated/Sup,17,1077,1,3,2,3,Dobell,NSW,17,54.81,0,0,1,111957,0.000151844,0,1,0,1,0,0
Dobell,Australian and not stated,Male,35-49,Group 4,Australia,629,1078,1,1,2,4,Dobell,NSW,629,54.81,0,0,0,111957,0.005618228,0,0,1,1,0,0
Dobell,Australian and not stated,Male,35-49,Group 4,Born overseas,61,1079,1,2,2,4,Dobell,NSW,61,54.81,0,1,0,111957,0.000544852,0,0,1,1,0,0
Dobell,Australian and not stated,Male,35-49,Group 4,Not stated/Sup,718,1080,1,3,2,4,Dobell,NSW,718,54.81,0,0,1,111957,0.006413176,0,0,1,1,0,0
Dobell,Australian and not stated,Male,50-64,Group 1,Australia,3822,1081,1,1,3,1,Dobell,NSW,3822,54.81,0,0,0,111957,0.034138107,0,0,0,0,1,0
Dobell,Australian and not stated,Male,50-64,Group 1,Born overseas,515,1082,1,2,3,1,Dobell,NSW,515,54.81,0,1,0,111957,0.00459998,0,0,0,0,1,0
Dobell,Australian and not stated,Male,50-64,Group 1,Not stated/Sup,129,1083,1,3,3,1,Dobell,NSW,129,54.81,0,0,1,111957,0.001152228,0,0,0,0,1,0
Dobell,Australian and not stated,Male,50-64,Group 2,Australia,3610,1084,1,1,3,2,Dobell,NSW,3610,54.81,0,0,0,111957,0.032244522,1,0,0,0,1,0
Dobell,Australian and not stated,Male,50-64,Group 2,Born overseas,530,1085,1,2,3,2,Dobell,NSW,530,54.81,0,1,0,111957,0.00473396,1,0,0,0,1,0
Dobell,Australian and not stated,Male,50-64,Group 2,Not stated/Sup,91,1086,1,3,3,2,Dobell,NSW,91,54.81,0,0,1,111957,0.000812812,1,0,0,0,1,0
Dobell,Australian and not stated,Male,50-64,Group 3,Australia,2061,1087,1,1,3,3,Dobell,NSW,2061,54.81,0,0,0,111957,0.018408853,0,1,0,0,1,0
Dobell,Australian and not stated,Male,50-64,Group 3,Born overseas,573,1088,1,2,3,3,Dobell,NSW,573,54.81,0,1,0,111957,0.005118036,0,1,0,0,1,0
Dobell,Australian and not stated,Male,50-64,Group 3,Not stated/Sup,44,1089,1,3,3,3,Dobell,NSW,44,54.81,0,0,1,111957,0.000393008,0,1,0,0,1,0
Dobell,Australian and not stated,Male,50-64,Group 4,Australia,800,1090,1,1,3,4,Dobell,NSW,800,54.81,0,0,0,111957,0.007145601,0,0,1,0,1,0
Dobell,Australian and not stated,Male,50-64,Group 4,Born overseas,127,1091,1,2,3,4,Dobell,NSW,127,54.81,0,1,0,111957,0.001134364,0,0,1,0,1,0
Dobell,Australian and not stated,Male,50-64,Group 4,Not stated/Sup,744,1092,1,3,3,4,Dobell,NSW,744,54.81,0,0,1,111957,0.006645409,0,0,1,0,1,0
Dobell,Australian and not stated,Male,65+,Group 1,Australia,3515,1093,1,1,4,1,Dobell,NSW,3515,54.81,0,0,0,111957,0.031395982,0,0,0,0,0,1
Dobell,Australian and not stated,Male,65+,Group 1,Born overseas,963,1094,1,2,4,1,Dobell,NSW,963,54.81,0,1,0,111957,0.008601517,0,0,0,0,0,1
Dobell,Australian and not stated,Male,65+,Group 1,Not stated/Sup,205,1095,1,3,4,1,Dobell,NSW,205,54.81,0,0,1,111957,0.00183106,0,0,0,0,0,1
Dobell,Australian and not stated,Male,65+,Group 2,Australia,2670,1096,1,1,4,2,Dobell,NSW,2670,54.81,0,0,0,111957,0.023848442,1,0,0,0,0,1
Dobell,Australian and not stated,Male,65+,Group 2,Born overseas,779,1097,1,2,4,2,Dobell,NSW,779,54.81,0,1,0,111957,0.006958029,1,0,0,0,0,1
Dobell,Australian and not stated,Male,65+,Group 2,Not stated/Sup,108,1098,1,3,4,2,Dobell,NSW,108,54.81,0,0,1,111957,0.000964656,1,0,0,0,0,1
Dobell,Australian and not stated,Male,65+,Group 3,Australia,1282,1099,1,1,4,3,Dobell,NSW,1282,54.81,0,0,0,111957,0.011450825,0,1,0,0,0,1
Dobell,Australian and not stated,Male,65+,Group 3,Born overseas,483,1100,1,2,4,3,Dobell,NSW,483,54.81,0,1,0,111957,0.004314156,0,1,0,0,0,1
Dobell,Australian and not stated,Male,65+,Group 3,Not stated/Sup,24,1101,1,3,4,3,Dobell,NSW,24,54.81,0,0,1,111957,0.000214368,0,1,0,0,0,1
Dobell,Australian and not stated,Male,65+,Group 4,Australia,1379,1102,1,1,4,4,Dobell,NSW,1379,54.81,0,0,0,111957,0.012317229,0,0,1,0,0,1
Dobell,Australian and not stated,Male,65+,Group 4,Born overseas,439,1103,1,2,4,4,Dobell,NSW,439,54.81,0,1,0,111957,0.003921148,0,0,1,0,0,1
Dobell,Australian and not stated,Male,65+,Group 4,Not stated/Sup,995,1104,1,3,4,4,Dobell,NSW,995,54.81,0,0,1,111957,0.008887341,0,0,1,0,0,1
Dobell,Australian and not stated,Female,18-34,Group 1,Australia,5674,1105,2,1,1,1,Dobell,NSW,5674,54.81,1,0,0,111957,0.050680172,0,0,0,0,0,0
Dobell,Australian and not stated,Female,18-34,Group 1,Born overseas,202,1106,2,2,1,1,Dobell,NSW,202,54.81,1,1,0,111957,0.001804264,0,0,0,0,0,0
Dobell,Australian and not stated,Female,18-34,Group 1,Not stated/Sup,74,1107,2,3,1,1,Dobell,NSW,74,54.81,1,0,1,111957,0.000660968,0,0,0,0,0,0
Dobell,Australian and not stated,Female,18-34,Group 2,Australia,3017,1108,2,1,1,2,Dobell,NSW,3017,54.81,1,0,0,111957,0.026947846,1,0,0,0,0,0
Dobell,Australian and not stated,Female,18-34,Group 2,Born overseas,89,1109,2,2,1,2,Dobell,NSW,89,54.81,1,1,0,111957,0.000794948,1,0,0,0,0,0
Dobell,Australian and not stated,Female,18-34,Group 2,Not stated/Sup,30,1110,2,3,1,2,Dobell,NSW,30,54.81,1,0,1,111957,0.00026796,1,0,0,0,0,0
Dobell,Australian and not stated,Female,18-34,Group 3,Australia,3543,1111,2,1,1,3,Dobell,NSW,3543,54.81,1,0,0,111957,0.031646078,0,1,0,0,0,0
Dobell,Australian and not stated,Female,18-34,Group 3,Born overseas,295,1112,2,2,1,3,Dobell,NSW,295,54.81,1,1,0,111957,0.00263494,0,1,0,0,0,0
Dobell,Australian and not stated,Female,18-34,Group 3,Not stated/Sup,45,1113,2,3,1,3,Dobell,NSW,45,54.81,1,0,1,111957,0.00040194,0,1,0,0,0,0
Dobell,Australian and not stated,Female,18-34,Group 4,Australia,694,1114,2,1,1,4,Dobell,NSW,694,54.81,1,0,0,111957,0.006198808,0,0,1,0,0,0
Dobell,Australian and not stated,Female,18-34,Group 4,Born overseas,37,1115,2,2,1,4,Dobell,NSW,37,54.81,1,1,0,111957,0.000330484,0,0,1,0,0,0
Dobell,Australian and not stated,Female,18-34,Group 4,Not stated/Sup,690,1116,2,3,1,4,Dobell,NSW,690,54.81,1,0,1,111957,0.00616308,0,0,1,0,0,0
Dobell,Australian and not stated,Female,35-49,Group 1,Australia,4206,1117,2,1,2,1,Dobell,NSW,4206,54.81,1,0,0,111957,0.037567995,0,0,0,1,0,0
Dobell,Australian and not stated,Female,35-49,Group 1,Born overseas,382,1118,2,2,2,1,Dobell,NSW,382,54.81,1,1,0,111957,0.003412024,0,0,0,1,0,0
Dobell,Australian and not stated,Female,35-49,Group 1,Not stated/Sup,105,1119,2,3,2,1,Dobell,NSW,105,54.81,1,0,1,111957,0.00093786,0,0,0,1,0,0
Dobell,Australian and not stated,Female,35-49,Group 2,Australia,2476,1120,2,1,2,2,Dobell,NSW,2476,54.81,1,0,0,111957,0.022115634,1,0,0,1,0,0
Dobell,Australian and not stated,Female,35-49,Group 2,Born overseas,197,1121,2,2,2,2,Dobell,NSW,197,54.81,1,1,0,111957,0.001759604,1,0,0,1,0,0
Dobell,Australian and not stated,Female,35-49,Group 2,Not stated/Sup,48,1122,2,3,2,2,Dobell,NSW,48,54.81,1,0,1,111957,0.000428736,1,0,0,1,0,0
Dobell,Australian and not stated,Female,35-49,Group 3,Australia,4243,1123,2,1,2,3,Dobell,NSW,4243,54.81,1,0,0,111957,0.037898479,0,1,0,1,0,0
Dobell,Australian and not stated,Female,35-49,Group 3,Born overseas,713,1124,2,2,2,3,Dobell,NSW,713,54.81,1,1,0,111957,0.006368516,0,1,0,1,0,0
Dobell,Australian and not stated,Female,35-49,Group 3,Not stated/Sup,71,1125,2,3,2,3,Dobell,NSW,71,54.81,1,0,1,111957,0.000634172,0,1,0,1,0,0
Dobell,Australian and not stated,Female,35-49,Group 4,Australia,813,1126,2,1,2,4,Dobell,NSW,813,54.81,1,0,0,111957,0.007261717,0,0,1,1,0,0
Dobell,Australian and not stated,Female,35-49,Group 4,Born overseas,81,1127,2,2,2,4,Dobell,NSW,81,54.81,1,1,0,111957,0.000723492,0,0,1,1,0,0
Dobell,Australian and not stated,Female,35-49,Group 4,Not stated/Sup,698,1128,2,3,2,4,Dobell,NSW,698,54.81,1,0,1,111957,0.006234536,0,0,1,1,0,0
Dobell,Australian and not stated,Female,50-64,Group 1,Australia,5279,1129,2,1,3,1,Dobell,NSW,5279,54.81,1,0,0,111957,0.047152032,0,0,0,0,1,0
Dobell,Australian and not stated,Female,50-64,Group 1,Born overseas,826,1130,2,2,3,1,Dobell,NSW,826,54.81,1,1,0,111957,0.007377833,0,0,0,0,1,0
Dobell,Australian and not stated,Female,50-64,Group 1,Not stated/Sup,187,1131,2,3,3,1,Dobell,NSW,187,54.81,1,0,1,111957,0.001670284,0,0,0,0,1,0
Dobell,Australian and not stated,Female,50-64,Group 2,Australia,1760,1132,2,1,3,2,Dobell,NSW,1760,54.81,1,0,0,111957,0.015720321,1,0,0,0,1,0
Dobell,Australian and not stated,Female,50-64,Group 2,Born overseas,280,1133,2,2,3,2,Dobell,NSW,280,54.81,1,1,0,111957,0.00250096,1,0,0,0,1,0
Dobell,Australian and not stated,Female,50-64,Group 2,Not stated/Sup,41,1134,2,3,3,2,Dobell,NSW,41,54.81,1,0,1,111957,0.000366212,1,0,0,0,1,0
Dobell,Australian and not stated,Female,50-64,Group 3,Australia,2912,1135,2,1,3,3,Dobell,NSW,2912,54.81,1,0,0,111957,0.026009986,0,1,0,0,1,0
Dobell,Australian and not stated,Female,50-64,Group 3,Born overseas,766,1136,2,2,3,3,Dobell,NSW,766,54.81,1,1,0,111957,0.006841913,0,1,0,0,1,0
Dobell,Australian and not stated,Female,50-64,Group 3,Not stated/Sup,58,1137,2,3,3,3,Dobell,NSW,58,54.81,1,0,1,111957,0.000518056,0,1,0,0,1,0
Dobell,Australian and not stated,Female,50-64,Group 4,Australia,1233,1138,2,1,3,4,Dobell,NSW,1233,54.81,1,0,0,111957,0.011013157,0,0,1,0,1,0
Dobell,Australian and not stated,Female,50-64,Group 4,Born overseas,260,1139,2,2,3,4,Dobell,NSW,260,54.81,1,1,0,111957,0.00232232,0,0,1,0,1,0
Dobell,Australian and not stated,Female,50-64,Group 4,Not stated/Sup,792,1140,2,3,3,4,Dobell,NSW,792,54.81,1,0,1,111957,0.007074145,0,0,1,0,1,0
Dobell,Australian and not stated,Female,65+,Group 1,Australia,7010,1141,2,1,4,1,Dobell,NSW,7010,54.81,1,0,0,111957,0.062613325,0,0,0,0,0,1
Dobell,Australian and not stated,Female,65+,Group 1,Born overseas,1523,1142,2,2,4,1,Dobell,NSW,1523,54.81,1,1,0,111957,0.013603437,0,0,0,0,0,1
Dobell,Australian and not stated,Female,65+,Group 1,Not stated/Sup,301,1143,2,3,4,1,Dobell,NSW,301,54.81,1,0,1,111957,0.002688532,0,0,0,0,0,1
Dobell,Australian and not stated,Female,65+,Group 2,Australia,501,1144,2,1,4,2,Dobell,NSW,501,54.81,1,0,0,111957,0.004474932,1,0,0,0,0,1
Dobell,Australian and not stated,Female,65+,Group 2,Born overseas,154,1145,2,2,4,2,Dobell,NSW,154,54.81,1,1,0,111957,0.001375528,1,0,0,0,0,1
Dobell,Australian and not stated,Female,65+,Group 2,Not stated/Sup,21,1146,2,3,4,2,Dobell,NSW,21,54.81,1,0,1,111957,0.000187572,1,0,0,0,0,1
Dobell,Australian and not stated,Female,65+,Group 3,Australia,1462,1147,2,1,4,3,Dobell,NSW,1462,54.81,1,0,0,111957,0.013058585,0,1,0,0,0,1
Dobell,Australian and not stated,Female,65+,Group 3,Born overseas,471,1148,2,2,4,3,Dobell,NSW,471,54.81,1,1,0,111957,0.004206972,0,1,0,0,0,1
Dobell,Australian and not stated,Female,65+,Group 3,Not stated/Sup,48,1149,2,3,4,3,Dobell,NSW,48,54.81,1,0,1,111957,0.000428736,0,1,0,0,0,1
Dobell,Australian and not stated,Female,65+,Group 4,Australia,2541,1150,2,1,4,4,Dobell,NSW,2541,54.81,1,0,0,111957,0.022696214,0,0,1,0,0,1
Dobell,Australian and not stated,Female,65+,Group 4,Born overseas,646,1151,2,2,4,4,Dobell,NSW,646,54.81,1,1,0,111957,0.005770072,0,0,1,0,0,1
Dobell,Australian and not stated,Female,65+,Group 4,Not stated/Sup,1399,1152,2,3,4,4,Dobell,NSW,1399,54.81,1,0,1,111957,0.012495869,0,0,1,0,0,1
Eden-Monaro,Australian and not stated,Male,18-34,Group 1,Australia,4952,1153,1,1,1,1,Eden-Monaro,NSW,4952,52.93,0,0,0,110137,0.044962183,0,0,0,0,0,0
Eden-Monaro,Australian and not stated,Male,18-34,Group 1,Born overseas,170,1154,1,2,1,1,Eden-Monaro,NSW,170,52.93,0,1,0,110137,0.001543532,0,0,0,0,0,0
Eden-Monaro,Australian and not stated,Male,18-34,Group 1,Not stated/Sup,85,1155,1,3,1,1,Eden-Monaro,NSW,85,52.93,0,0,1,110137,0.000771766,0,0,0,0,0,0
Eden-Monaro,Australian and not stated,Male,18-34,Group 2,Australia,3432,1156,1,1,1,2,Eden-Monaro,NSW,3432,52.93,0,0,0,110137,0.03116119,1,0,0,0,0,0
Eden-Monaro,Australian and not stated,Male,18-34,Group 2,Born overseas,91,1157,1,2,1,2,Eden-Monaro,NSW,91,52.93,0,1,0,110137,0.000826244,1,0,0,0,0,0
Eden-Monaro,Australian and not stated,Male,18-34,Group 2,Not stated/Sup,61,1158,1,3,1,2,Eden-Monaro,NSW,61,52.93,0,0,1,110137,0.000553856,1,0,0,0,0,0
Eden-Monaro,Australian and not stated,Male,18-34,Group 3,Australia,1563,1159,1,1,1,3,Eden-Monaro,NSW,1563,52.93,0,0,0,110137,0.014191416,0,1,0,0,0,0
Eden-Monaro,Australian and not stated,Male,18-34,Group 3,Born overseas,258,1160,1,2,1,3,Eden-Monaro,NSW,258,52.93,0,1,0,110137,0.002342537,0,1,0,0,0,0
Eden-Monaro,Australian and not stated,Male,18-34,Group 3,Not stated/Sup,9,1161,1,3,1,3,Eden-Monaro,NSW,9,52.93,0,0,1,110137,8.17E-05,0,1,0,0,0,0
Eden-Monaro,Australian and not stated,Male,18-34,Group 4,Australia,605,1162,1,1,1,4,Eden-Monaro,NSW,605,52.93,0,0,0,110137,0.005493159,0,0,1,0,0,0
Eden-Monaro,Australian and not stated,Male,18-34,Group 4,Born overseas,71,1163,1,2,1,4,Eden-Monaro,NSW,71,52.93,0,1,0,110137,0.000644652,0,0,1,0,0,0
Eden-Monaro,Australian and not stated,Male,18-34,Group 4,Not stated/Sup,947,1164,1,3,1,4,Eden-Monaro,NSW,947,52.93,0,0,1,110137,0.008598382,0,0,1,0,0,0
Eden-Monaro,Australian and not stated,Male,35-49,Group 1,Australia,3269,1165,1,1,2,1,Eden-Monaro,NSW,3269,52.93,0,0,0,110137,0.029681215,0,0,0,1,0,0
Eden-Monaro,Australian and not stated,Male,35-49,Group 1,Born overseas,236,1166,1,2,2,1,Eden-Monaro,NSW,236,52.93,0,1,0,110137,0.002142786,0,0,0,1,0,0
Eden-Monaro,Australian and not stated,Male,35-49,Group 1,Not stated/Sup,98,1167,1,3,2,1,Eden-Monaro,NSW,98,52.93,0,0,1,110137,0.000889801,0,0,0,1,0,0
Eden-Monaro,Australian and not stated,Male,35-49,Group 2,Australia,3661,1168,1,1,2,2,Eden-Monaro,NSW,3661,52.93,0,0,0,110137,0.033240419,1,0,0,1,0,0
Eden-Monaro,Australian and not stated,Male,35-49,Group 2,Born overseas,243,1169,1,2,2,2,Eden-Monaro,NSW,243,52.93,0,1,0,110137,0.002206343,1,0,0,1,0,0
Eden-Monaro,Australian and not stated,Male,35-49,Group 2,Not stated/Sup,80,1170,1,3,2,2,Eden-Monaro,NSW,80,52.93,0,0,1,110137,0.000726368,1,0,0,1,0,0
Eden-Monaro,Australian and not stated,Male,35-49,Group 3,Australia,3250,1171,1,1,2,3,Eden-Monaro,NSW,3250,52.93,0,0,0,110137,0.029508703,0,1,0,1,0,0
Eden-Monaro,Australian and not stated,Male,35-49,Group 3,Born overseas,686,1172,1,2,2,3,Eden-Monaro,NSW,686,52.93,0,1,0,110137,0.006228606,0,1,0,1,0,0
Eden-Monaro,Australian and not stated,Male,35-49,Group 3,Not stated/Sup,50,1173,1,3,2,3,Eden-Monaro,NSW,50,52.93,0,0,1,110137,0.00045398,0,1,0,1,0,0
Eden-Monaro,Australian and not stated,Male,35-49,Group 4,Australia,713,1174,1,1,2,4,Eden-Monaro,NSW,713,52.93,0,0,0,110137,0.006473755,0,0,1,1,0,0
Eden-Monaro,Australian and not stated,Male,35-49,Group 4,Born overseas,102,1175,1,2,2,4,Eden-Monaro,NSW,102,52.93,0,1,0,110137,0.000926119,0,0,1,1,0,0
Eden-Monaro,Australian and not stated,Male,35-49,Group 4,Not stated/Sup,1026,1176,1,3,2,4,Eden-Monaro,NSW,1026,52.93,0,0,1,110137,0.00931567,0,0,1,1,0,0
Eden-Monaro,Australian and not stated,Male,50-64,Group 1,Australia,4264,1177,1,1,3,1,Eden-Monaro,NSW,4264,52.93,0,0,0,110137,0.038715418,0,0,0,0,1,0
Eden-Monaro,Australian and not stated,Male,50-64,Group 1,Born overseas,568,1178,1,2,3,1,Eden-Monaro,NSW,568,52.93,0,1,0,110137,0.005157213,0,0,0,0,1,0
Eden-Monaro,Australian and not stated,Male,50-64,Group 1,Not stated/Sup,186,1179,1,3,3,1,Eden-Monaro,NSW,186,52.93,0,0,1,110137,0.001688806,0,0,0,0,1,0
Eden-Monaro,Australian and not stated,Male,50-64,Group 2,Australia,3869,1180,1,1,3,2,Eden-Monaro,NSW,3869,52.93,0,0,0,110137,0.035128976,1,0,0,0,1,0
Eden-Monaro,Australian and not stated,Male,50-64,Group 2,Born overseas,509,1181,1,2,3,2,Eden-Monaro,NSW,509,52.93,0,1,0,110137,0.004621517,1,0,0,0,1,0
Eden-Monaro,Australian and not stated,Male,50-64,Group 2,Not stated/Sup,123,1182,1,3,3,2,Eden-Monaro,NSW,123,52.93,0,0,1,110137,0.001116791,1,0,0,0,1,0
Eden-Monaro,Australian and not stated,Male,50-64,Group 3,Australia,3327,1183,1,1,3,3,Eden-Monaro,NSW,3327,52.93,0,0,0,110137,0.030207832,0,1,0,0,1,0
Eden-Monaro,Australian and not stated,Male,50-64,Group 3,Born overseas,862,1184,1,2,3,3,Eden-Monaro,NSW,862,52.93,0,1,0,110137,0.007826616,0,1,0,0,1,0
Eden-Monaro,Australian and not stated,Male,50-64,Group 3,Not stated/Sup,63,1185,1,3,3,3,Eden-Monaro,NSW,63,52.93,0,0,1,110137,0.000572015,0,1,0,0,1,0
Eden-Monaro,Australian and not stated,Male,50-64,Group 4,Australia,822,1186,1,1,3,4,Eden-Monaro,NSW,822,52.93,0,0,0,110137,0.007463432,0,0,1,0,1,0
Eden-Monaro,Australian and not stated,Male,50-64,Group 4,Born overseas,149,1187,1,2,3,4,Eden-Monaro,NSW,149,52.93,0,1,0,110137,0.001352861,0,0,1,0,1,0
Eden-Monaro,Australian and not stated,Male,50-64,Group 4,Not stated/Sup,1224,1188,1,3,3,4,Eden-Monaro,NSW,1224,52.93,0,0,1,110137,0.011113431,0,0,1,0,1,0
Eden-Monaro,Australian and not stated,Male,65+,Group 1,Australia,3706,1189,1,1,4,1,Eden-Monaro,NSW,3706,52.93,0,0,0,110137,0.033649001,0,0,0,0,0,1
Eden-Monaro,Australian and not stated,Male,65+,Group 1,Born overseas,862,1190,1,2,4,1,Eden-Monaro,NSW,862,52.93,0,1,0,110137,0.007826616,0,0,0,0,0,1
Eden-Monaro,Australian and not stated,Male,65+,Group 1,Not stated/Sup,198,1191,1,3,4,1,Eden-Monaro,NSW,198,52.93,0,0,1,110137,0.001797761,0,0,0,0,0,1
Eden-Monaro,Australian and not stated,Male,65+,Group 2,Australia,2033,1192,1,1,4,2,Eden-Monaro,NSW,2033,52.93,0,0,0,110137,0.018458829,1,0,0,0,0,1
Eden-Monaro,Australian and not stated,Male,65+,Group 2,Born overseas,750,1193,1,2,4,2,Eden-Monaro,NSW,750,52.93,0,1,0,110137,0.006809701,1,0,0,0,0,1
Eden-Monaro,Australian and not stated,Male,65+,Group 2,Not stated/Sup,105,1194,1,3,4,2,Eden-Monaro,NSW,105,52.93,0,0,1,110137,0.000953358,1,0,0,0,0,1
Eden-Monaro,Australian and not stated,Male,65+,Group 3,Australia,1913,1195,1,1,4,3,Eden-Monaro,NSW,1913,52.93,0,0,0,110137,0.017369276,0,1,0,0,0,1
Eden-Monaro,Australian and not stated,Male,65+,Group 3,Born overseas,758,1196,1,2,4,3,Eden-Monaro,NSW,758,52.93,0,1,0,110137,0.006882337,0,1,0,0,0,1
Eden-Monaro,Australian and not stated,Male,65+,Group 3,Not stated/Sup,54,1197,1,3,4,3,Eden-Monaro,NSW,54,52.93,0,0,1,110137,0.000490298,0,1,0,0,0,1
Eden-Monaro,Australian and not stated,Male,65+,Group 4,Australia,1078,1198,1,1,4,4,Eden-Monaro,NSW,1078,52.93,0,0,0,110137,0.00978781,0,0,1,0,0,1
Eden-Monaro,Australian and not stated,Male,65+,Group 4,Born overseas,389,1199,1,2,4,4,Eden-Monaro,NSW,389,52.93,0,1,0,110137,0.003531965,0,0,1,0,0,1
Eden-Monaro,Australian and not stated,Male,65+,Group 4,Not stated/Sup,1131,1200,1,3,4,4,Eden-Monaro,NSW,1131,52.93,0,0,1,110137,0.010269029,0,0,1,0,0,1
Eden-Monaro,Australian and not stated,Female,18-34,Group 1,Australia,4755,1201,2,1,1,1,Eden-Monaro,NSW,4755,52.93,1,0,0,110137,0.043173502,0,0,0,0,0,0
Eden-Monaro,Australian and not stated,Female,18-34,Group 1,Born overseas,206,1202,2,2,1,1,Eden-Monaro,NSW,206,52.93,1,1,0,110137,0.001870398,0,0,0,0,0,0
Eden-Monaro,Australian and not stated,Female,18-34,Group 1,Not stated/Sup,73,1203,2,3,1,1,Eden-Monaro,NSW,73,52.93,1,0,1,110137,0.000662811,0,0,0,0,0,0
Eden-Monaro,Australian and not stated,Female,18-34,Group 2,Australia,1967,1204,2,1,1,2,Eden-Monaro,NSW,1967,52.93,1,0,0,110137,0.017859575,1,0,0,0,0,0
Eden-Monaro,Australian and not stated,Female,18-34,Group 2,Born overseas,75,1205,2,2,1,2,Eden-Monaro,NSW,75,52.93,1,1,0,110137,0.00068097,1,0,0,0,0,0
Eden-Monaro,Australian and not stated,Female,18-34,Group 2,Not stated/Sup,31,1206,2,3,1,2,Eden-Monaro,NSW,31,52.93,1,0,1,110137,0.000281468,1,0,0,0,0,0
Eden-Monaro,Australian and not stated,Female,18-34,Group 3,Australia,3112,1207,2,1,1,3,Eden-Monaro,NSW,3112,52.93,1,0,0,110137,0.028255718,0,1,0,0,0,0
Eden-Monaro,Australian and not stated,Female,18-34,Group 3,Born overseas,288,1208,2,2,1,3,Eden-Monaro,NSW,288,52.93,1,1,0,110137,0.002614925,0,1,0,0,0,0
Eden-Monaro,Australian and not stated,Female,18-34,Group 3,Not stated/Sup,35,1209,2,3,1,3,Eden-Monaro,NSW,35,52.93,1,0,1,110137,0.000317786,0,1,0,0,0,0
Eden-Monaro,Australian and not stated,Female,18-34,Group 4,Australia,509,1210,2,1,1,4,Eden-Monaro,NSW,509,52.93,1,0,0,110137,0.004621517,0,0,1,0,0,0
Eden-Monaro,Australian and not stated,Female,18-34,Group 4,Born overseas,19,1211,2,2,1,4,Eden-Monaro,NSW,19,52.93,1,1,0,110137,0.000172512,0,0,1,0,0,0
Eden-Monaro,Australian and not stated,Female,18-34,Group 4,Not stated/Sup,891,1212,2,3,1,4,Eden-Monaro,NSW,891,52.93,1,0,1,110137,0.008089924,0,0,1,0,0,0
Eden-Monaro,Australian and not stated,Female,35-49,Group 1,Australia,3622,1213,2,1,2,1,Eden-Monaro,NSW,3622,52.93,1,0,0,110137,0.032886314,0,0,0,1,0,0
Eden-Monaro,Australian and not stated,Female,35-49,Group 1,Born overseas,305,1214,2,2,2,1,Eden-Monaro,NSW,305,52.93,1,1,0,110137,0.002769278,0,0,0,1,0,0
Eden-Monaro,Australian and not stated,Female,35-49,Group 1,Not stated/Sup,130,1215,2,3,2,1,Eden-Monaro,NSW,130,52.93,1,0,1,110137,0.001180348,0,0,0,1,0,0
Eden-Monaro,Australian and not stated,Female,35-49,Group 2,Australia,1908,1216,2,1,2,2,Eden-Monaro,NSW,1908,52.93,1,0,0,110137,0.017323878,1,0,0,1,0,0
Eden-Monaro,Australian and not stated,Female,35-49,Group 2,Born overseas,180,1217,2,2,2,2,Eden-Monaro,NSW,180,52.93,1,1,0,110137,0.001634328,1,0,0,1,0,0
Eden-Monaro,Australian and not stated,Female,35-49,Group 2,Not stated/Sup,51,1218,2,3,2,2,Eden-Monaro,NSW,51,52.93,1,0,1,110137,0.00046306,1,0,0,1,0,0
Eden-Monaro,Australian and not stated,Female,35-49,Group 3,Australia,5082,1219,2,1,2,3,Eden-Monaro,NSW,5082,52.93,1,0,0,110137,0.046142532,0,1,0,1,0,0
Eden-Monaro,Australian and not stated,Female,35-49,Group 3,Born overseas,888,1220,2,2,2,3,Eden-Monaro,NSW,888,52.93,1,1,0,110137,0.008062686,0,1,0,1,0,0
