CED (2019),Australian Citizenship,Sex,Age,Highest Educational Attainment,Birthplace,Persons,ccellid,cgender,ccountry_born,cage_group4,ceducation,cced_name,cstate_name,cnumber,cced_2016lab2ppshare,cgender2,ccountry_born2,ccountry_born3,cnumber.ced,cpercent.ced,ceducation2,ceducation3,ceducation4,cage_group4.34.49,cage_group4.49.64,cage_group4.64.104
Barton,Australian and not stated,Female,35-49,Group 3,Not stated/Sup,84,165,2,3,2,3,Barton,NSW,84,58.3,1,0,1,106553,0.00078834,0,1,0,1,0,0
Barton,Australian and not stated,Female,35-49,Group 4,Australia,611,166,2,1,2,4,Barton,NSW,611,58.3,1,0,0,106553,0.005734236,0,0,1,1,0,0
Barton,Australian and not stated,Female,35-49,Group 4,Born overseas,403,167,2,2,2,4,Barton,NSW,403,58.3,1,1,0,106553,0.003782155,0,0,1,1,0,0
Barton,Australian and not stated,Female,35-49,Group 4,Not stated/Sup,881,168,2,3,2,4,Barton,NSW,881,58.3,1,0,1,106553,0.008268186,0,0,1,1,0,0
Barton,Australian and not stated,Female,50-64,Group 1,Australia,1493,169,2,1,3,1,Barton,NSW,1493,58.3,1,0,0,106553,0.014011806,0,0,0,0,1,0
Barton,Australian and not stated,Female,50-64,Group 1,Born overseas,3665,170,2,2,3,1,Barton,NSW,3665,58.3,1,1,0,106553,0.034396028,0,0,0,0,1,0
Barton,Australian and not stated,Female,50-64,Group 1,Not stated/Sup,98,171,2,3,3,1,Barton,NSW,98,58.3,1,0,1,106553,0.00091973,0,0,0,0,1,0
Barton,Australian and not stated,Female,50-64,Group 2,Australia,381,172,2,1,3,2,Barton,NSW,381,58.3,1,0,0,106553,0.003575685,1,0,0,0,1,0
Barton,Australian and not stated,Female,50-64,Group 2,Born overseas,494,173,2,2,3,2,Barton,NSW,494,58.3,1,1,0,106553,0.00463619,1,0,0,0,1,0
Barton,Australian and not stated,Female,50-64,Group 2,Not stated/Sup,19,174,2,3,3,2,Barton,NSW,19,58.3,1,0,1,106553,0.000178315,1,0,0,0,1,0
Barton,Australian and not stated,Female,50-64,Group 3,Australia,1784,175,2,1,3,3,Barton,NSW,1784,58.3,1,0,0,106553,0.016742842,0,1,0,0,1,0
Barton,Australian and not stated,Female,50-64,Group 3,Born overseas,2206,176,2,2,3,3,Barton,NSW,2206,58.3,1,1,0,106553,0.020703312,0,1,0,0,1,0
Barton,Australian and not stated,Female,50-64,Group 3,Not stated/Sup,47,177,2,3,3,3,Barton,NSW,47,58.3,1,0,1,106553,0.000441095,0,1,0,0,1,0
Barton,Australian and not stated,Female,50-64,Group 4,Australia,494,178,2,1,3,4,Barton,NSW,494,58.3,1,0,0,106553,0.00463619,0,0,1,0,1,0
Barton,Australian and not stated,Female,50-64,Group 4,Born overseas,897,179,2,2,3,4,Barton,NSW,897,58.3,1,1,0,106553,0.008418346,0,0,1,0,1,0
Barton,Australian and not stated,Female,50-64,Group 4,Not stated/Sup,714,180,2,3,3,4,Barton,NSW,714,58.3,1,0,1,106553,0.006700891,0,0,1,0,1,0
Barton,Australian and not stated,Female,65+,Group 1,Australia,1817,181,2,1,4,1,Barton,NSW,1817,58.3,1,0,0,106553,0.017052547,0,0,0,0,0,1
Barton,Australian and not stated,Female,65+,Group 1,Born overseas,4877,182,2,2,4,1,Barton,NSW,4877,58.3,1,1,0,106553,0.045770649,0,0,0,0,0,1
Barton,Australian and not stated,Female,65+,Group 1,Not stated/Sup,208,183,2,3,4,1,Barton,NSW,208,58.3,1,0,1,106553,0.00195208,0,0,0,0,0,1
Barton,Australian and not stated,Female,65+,Group 2,Australia,117,184,2,1,4,2,Barton,NSW,117,58.3,1,0,0,106553,0.001098045,1,0,0,0,0,1
Barton,Australian and not stated,Female,65+,Group 2,Born overseas,246,185,2,2,4,2,Barton,NSW,246,58.3,1,1,0,106553,0.00230871,1,0,0,0,0,1
Barton,Australian and not stated,Female,65+,Group 2,Not stated/Sup,6,186,2,3,4,2,Barton,NSW,6,58.3,1,0,1,106553,5.63E-05,1,0,0,0,0,1
Barton,Australian and not stated,Female,65+,Group 3,Australia,553,187,2,1,4,3,Barton,NSW,553,58.3,1,0,0,106553,0.005189905,0,1,0,0,0,1
Barton,Australian and not stated,Female,65+,Group 3,Born overseas,739,188,2,2,4,3,Barton,NSW,739,58.3,1,1,0,106553,0.006935516,0,1,0,0,0,1
Barton,Australian and not stated,Female,65+,Group 3,Not stated/Sup,25,189,2,3,4,3,Barton,NSW,25,58.3,1,0,1,106553,0.000234625,0,1,0,0,0,1
Barton,Australian and not stated,Female,65+,Group 4,Australia,703,190,2,1,4,4,Barton,NSW,703,58.3,1,0,0,106553,0.006597656,0,0,1,0,0,1
Barton,Australian and not stated,Female,65+,Group 4,Born overseas,1891,191,2,2,4,4,Barton,NSW,1891,58.3,1,1,0,106553,0.017747037,0,0,1,0,0,1
Barton,Australian and not stated,Female,65+,Group 4,Not stated/Sup,1063,192,2,3,4,4,Barton,NSW,1063,58.3,1,0,1,106553,0.009976256,0,0,1,0,0,1
Bennelong,Australian and not stated,Male,18-34,Group 1,Australia,4460,193,1,1,1,1,Bennelong,NSW,4460,40.28,0,0,0,103751,0.042987537,0,0,0,0,0,0
Bennelong,Australian and not stated,Male,18-34,Group 1,Born overseas,1217,194,1,2,1,1,Bennelong,NSW,1217,40.28,0,1,0,103751,0.011730007,0,0,0,0,0,0
Bennelong,Australian and not stated,Male,18-34,Group 1,Not stated/Sup,30,195,1,3,1,1,Bennelong,NSW,30,40.28,0,0,1,103751,0.000289154,0,0,0,0,0,0
Bennelong,Australian and not stated,Male,18-34,Group 2,Australia,1377,196,1,1,1,2,Bennelong,NSW,1377,40.28,0,0,0,103751,0.013272161,1,0,0,0,0,0
Bennelong,Australian and not stated,Male,18-34,Group 2,Born overseas,195,197,1,2,1,2,Bennelong,NSW,195,40.28,0,1,0,103751,0.0018795,1,0,0,0,0,0
Bennelong,Australian and not stated,Male,18-34,Group 2,Not stated/Sup,13,198,1,3,1,2,Bennelong,NSW,13,40.28,0,0,1,103751,0.0001253,1,0,0,0,0,0
Bennelong,Australian and not stated,Male,18-34,Group 3,Australia,3528,199,1,1,1,3,Bennelong,NSW,3528,40.28,0,0,0,103751,0.034004492,0,1,0,0,0,0
Bennelong,Australian and not stated,Male,18-34,Group 3,Born overseas,2650,200,1,2,1,3,Bennelong,NSW,2650,40.28,0,1,0,103751,0.025541922,0,1,0,0,0,0
Bennelong,Australian and not stated,Male,18-34,Group 3,Not stated/Sup,35,201,1,3,1,3,Bennelong,NSW,35,40.28,0,0,1,103751,0.000337346,0,1,0,0,0,0
Bennelong,Australian and not stated,Male,18-34,Group 4,Australia,333,202,1,1,1,4,Bennelong,NSW,333,40.28,0,0,0,103751,0.003209608,0,0,1,0,0,0
Bennelong,Australian and not stated,Male,18-34,Group 4,Born overseas,130,203,1,2,1,4,Bennelong,NSW,130,40.28,0,1,0,103751,0.001253,0,0,1,0,0,0
Bennelong,Australian and not stated,Male,18-34,Group 4,Not stated/Sup,863,204,1,3,1,4,Bennelong,NSW,863,40.28,0,0,1,103751,0.008317992,0,0,1,0,0,0
Bennelong,Australian and not stated,Male,35-49,Group 1,Australia,1427,205,1,1,2,1,Bennelong,NSW,1427,40.28,0,0,0,103751,0.013754084,0,0,0,1,0,0
Bennelong,Australian and not stated,Male,35-49,Group 1,Born overseas,795,206,1,2,2,1,Bennelong,NSW,795,40.28,0,1,0,103751,0.007662577,0,0,0,1,0,0
Bennelong,Australian and not stated,Male,35-49,Group 1,Not stated/Sup,24,207,1,3,2,1,Bennelong,NSW,24,40.28,0,0,1,103751,0.000231323,0,0,0,1,0,0
Bennelong,Australian and not stated,Male,35-49,Group 2,Australia,1427,208,1,1,2,2,Bennelong,NSW,1427,40.28,0,0,0,103751,0.013754084,1,0,0,1,0,0
Bennelong,Australian and not stated,Male,35-49,Group 2,Born overseas,440,209,1,2,2,2,Bennelong,NSW,440,40.28,0,1,0,103751,0.004240923,1,0,0,1,0,0
Bennelong,Australian and not stated,Male,35-49,Group 2,Not stated/Sup,17,210,1,3,2,2,Bennelong,NSW,17,40.28,0,0,1,103751,0.000163854,1,0,0,1,0,0
Bennelong,Australian and not stated,Male,35-49,Group 3,Australia,3486,211,1,1,2,3,Bennelong,NSW,3486,40.28,0,0,0,103751,0.033599676,0,1,0,1,0,0
Bennelong,Australian and not stated,Male,35-49,Group 3,Born overseas,4426,212,1,2,2,3,Bennelong,NSW,4426,40.28,0,1,0,103751,0.04265983,0,1,0,1,0,0
Bennelong,Australian and not stated,Male,35-49,Group 3,Not stated/Sup,57,213,1,3,2,3,Bennelong,NSW,57,40.28,0,0,1,103751,0.000549392,0,1,0,1,0,0
Bennelong,Australian and not stated,Male,35-49,Group 4,Australia,354,214,1,1,2,4,Bennelong,NSW,354,40.28,0,0,0,103751,0.003412015,0,0,1,1,0,0
Bennelong,Australian and not stated,Male,35-49,Group 4,Born overseas,248,215,1,2,2,4,Bennelong,NSW,248,40.28,0,1,0,103751,0.002390338,0,0,1,1,0,0
Bennelong,Australian and not stated,Male,35-49,Group 4,Not stated/Sup,644,216,1,3,2,4,Bennelong,NSW,644,40.28,0,0,1,103751,0.006207169,0,0,1,1,0,0
Bennelong,Australian and not stated,Male,50-64,Group 1,Australia,1325,217,1,1,3,1,Bennelong,NSW,1325,40.28,0,0,0,103751,0.012770961,0,0,0,0,1,0
Bennelong,Australian and not stated,Male,50-64,Group 1,Born overseas,1405,218,1,2,3,1,Bennelong,NSW,1405,40.28,0,1,0,103751,0.013542038,0,0,0,0,1,0
Bennelong,Australian and not stated,Male,50-64,Group 1,Not stated/Sup,44,219,1,3,3,1,Bennelong,NSW,44,40.28,0,0,1,103751,0.000424092,0,0,0,0,1,0
Bennelong,Australian and not stated,Male,50-64,Group 2,Australia,1284,220,1,1,3,2,Bennelong,NSW,1284,40.28,0,0,0,103751,0.012375784,1,0,0,0,1,0
Bennelong,Australian and not stated,Male,50-64,Group 2,Born overseas,706,221,1,2,3,2,Bennelong,NSW,706,40.28,0,1,0,103751,0.006804754,1,0,0,0,1,0
Bennelong,Australian and not stated,Male,50-64,Group 2,Not stated/Sup,26,222,1,3,3,2,Bennelong,NSW,26,40.28,0,0,1,103751,0.0002506,1,0,0,0,1,0
Bennelong,Australian and not stated,Male,50-64,Group 3,Australia,2625,223,1,1,3,3,Bennelong,NSW,2625,40.28,0,0,0,103751,0.025300961,0,1,0,0,1,0
Bennelong,Australian and not stated,Male,50-64,Group 3,Born overseas,3731,224,1,2,3,3,Bennelong,NSW,3731,40.28,0,1,0,103751,0.035961099,0,1,0,0,1,0
Bennelong,Australian and not stated,Male,50-64,Group 3,Not stated/Sup,53,225,1,3,3,3,Bennelong,NSW,53,40.28,0,0,1,103751,0.000510838,0,1,0,0,1,0
Bennelong,Australian and not stated,Male,50-64,Group 4,Australia,395,226,1,1,3,4,Bennelong,NSW,395,40.28,0,0,0,103751,0.003807192,0,0,1,0,1,0
Bennelong,Australian and not stated,Male,50-64,Group 4,Born overseas,373,227,1,2,3,4,Bennelong,NSW,373,40.28,0,1,0,103751,0.003595146,0,0,1,0,1,0
Bennelong,Australian and not stated,Male,50-64,Group 4,Not stated/Sup,480,228,1,3,3,4,Bennelong,NSW,480,40.28,0,0,1,103751,0.004626461,0,0,1,0,1,0
Bennelong,Australian and not stated,Male,65+,Group 1,Australia,1318,229,1,1,4,1,Bennelong,NSW,1318,40.28,0,0,0,103751,0.012703492,0,0,0,0,0,1
Bennelong,Australian and not stated,Male,65+,Group 1,Born overseas,1710,230,1,2,4,1,Bennelong,NSW,1710,40.28,0,1,0,103751,0.016481769,0,0,0,0,0,1
Bennelong,Australian and not stated,Male,65+,Group 1,Not stated/Sup,75,231,1,3,4,1,Bennelong,NSW,75,40.28,0,0,1,103751,0.000722885,0,0,0,0,0,1
Bennelong,Australian and not stated,Male,65+,Group 2,Australia,1041,232,1,1,4,2,Bennelong,NSW,1041,40.28,0,0,0,103751,0.010033638,1,0,0,0,0,1
Bennelong,Australian and not stated,Male,65+,Group 2,Born overseas,720,233,1,2,4,2,Bennelong,NSW,720,40.28,0,1,0,103751,0.006939692,1,0,0,0,0,1
Bennelong,Australian and not stated,Male,65+,Group 2,Not stated/Sup,45,234,1,3,4,2,Bennelong,NSW,45,40.28,0,0,1,103751,0.000433731,1,0,0,0,0,1
Bennelong,Australian and not stated,Male,65+,Group 3,Australia,1557,235,1,1,4,3,Bennelong,NSW,1557,40.28,0,0,0,103751,0.015007084,0,1,0,0,0,1
Bennelong,Australian and not stated,Male,65+,Group 3,Born overseas,1603,236,1,2,4,3,Bennelong,NSW,1603,40.28,0,1,0,103751,0.015450453,0,1,0,0,0,1
Bennelong,Australian and not stated,Male,65+,Group 3,Not stated/Sup,32,237,1,3,4,3,Bennelong,NSW,32,40.28,0,0,1,103751,0.000308431,0,1,0,0,0,1
Bennelong,Australian and not stated,Male,65+,Group 4,Australia,552,238,1,1,4,4,Bennelong,NSW,552,40.28,0,0,0,103751,0.005320431,0,0,1,0,0,1
Bennelong,Australian and not stated,Male,65+,Group 4,Born overseas,627,239,1,2,4,4,Bennelong,NSW,627,40.28,0,1,0,103751,0.006043315,0,0,1,0,0,1
Bennelong,Australian and not stated,Male,65+,Group 4,Not stated/Sup,447,240,1,3,4,4,Bennelong,NSW,447,40.28,0,0,1,103751,0.004308392,0,0,1,0,0,1
Bennelong,Australian and not stated,Female,18-34,Group 1,Australia,3684,241,2,1,1,1,Bennelong,NSW,3684,40.28,1,0,0,103751,0.035508091,0,0,0,0,0,0
Bennelong,Australian and not stated,Female,18-34,Group 1,Born overseas,915,242,2,2,1,1,Bennelong,NSW,915,40.28,1,1,0,103751,0.008819192,0,0,0,0,0,0
Bennelong,Australian and not stated,Female,18-34,Group 1,Not stated/Sup,28,243,2,3,1,1,Bennelong,NSW,28,40.28,1,0,1,103751,0.000269877,0,0,0,0,0,0
Bennelong,Australian and not stated,Female,18-34,Group 2,Australia,841,244,2,1,1,2,Bennelong,NSW,841,40.28,1,0,0,103751,0.008105946,1,0,0,0,0,0
Bennelong,Australian and not stated,Female,18-34,Group 2,Born overseas,139,245,2,2,1,2,Bennelong,NSW,139,40.28,1,1,0,103751,0.001339746,1,0,0,0,0,0
Bennelong,Australian and not stated,Female,18-34,Group 2,Not stated/Sup,4,246,2,3,1,2,Bennelong,NSW,4,40.28,1,0,1,103751,3.86E-05,1,0,0,0,0,0
Bennelong,Australian and not stated,Female,18-34,Group 3,Australia,4291,247,2,1,1,3,Bennelong,NSW,4291,40.28,1,0,0,103751,0.041358638,0,1,0,0,0,0
Bennelong,Australian and not stated,Female,18-34,Group 3,Born overseas,2866,248,2,2,1,3,Bennelong,NSW,2866,40.28,1,1,0,103751,0.02762383,0,1,0,0,0,0
Bennelong,Australian and not stated,Female,18-34,Group 3,Not stated/Sup,33,249,2,3,1,3,Bennelong,NSW,33,40.28,1,0,1,103751,0.000318069,0,1,0,0,0,0
Bennelong,Australian and not stated,Female,18-34,Group 4,Australia,282,250,2,1,1,4,Bennelong,NSW,282,40.28,1,0,0,103751,0.002718046,0,0,1,0,0,0
Bennelong,Australian and not stated,Female,18-34,Group 4,Born overseas,118,251,2,2,1,4,Bennelong,NSW,118,40.28,1,1,0,103751,0.001137338,0,0,1,0,0,0
Bennelong,Australian and not stated,Female,18-34,Group 4,Not stated/Sup,911,252,2,3,1,4,Bennelong,NSW,911,40.28,1,0,1,103751,0.008780638,0,0,1,0,0,0
Bennelong,Australian and not stated,Female,35-49,Group 1,Australia,1338,253,2,1,2,1,Bennelong,NSW,1338,40.28,1,0,0,103751,0.012896261,0,0,0,1,0,0
Bennelong,Australian and not stated,Female,35-49,Group 1,Born overseas,1018,254,2,2,2,1,Bennelong,NSW,1018,40.28,1,1,0,103751,0.009811954,0,0,0,1,0,0
Bennelong,Australian and not stated,Female,35-49,Group 1,Not stated/Sup,29,255,2,3,2,1,Bennelong,NSW,29,40.28,1,0,1,103751,0.000279515,0,0,0,1,0,0
Bennelong,Australian and not stated,Female,35-49,Group 2,Australia,598,256,2,1,2,2,Bennelong,NSW,598,40.28,1,0,0,103751,0.0057638,1,0,0,1,0,0
Bennelong,Australian and not stated,Female,35-49,Group 2,Born overseas,329,257,2,2,2,2,Bennelong,NSW,329,40.28,1,1,0,103751,0.003171054,1,0,0,1,0,0
Bennelong,Australian and not stated,Female,35-49,Group 2,Not stated/Sup,6,258,2,3,2,2,Bennelong,NSW,6,40.28,1,0,1,103751,5.78E-05,1,0,0,1,0,0
Bennelong,Australian and not stated,Female,35-49,Group 3,Australia,4204,259,2,1,2,3,Bennelong,NSW,4204,40.28,1,0,0,103751,0.040520091,0,1,0,1,0,0
Bennelong,Australian and not stated,Female,35-49,Group 3,Born overseas,5112,260,2,2,2,3,Bennelong,NSW,5112,40.28,1,1,0,103751,0.049271814,0,1,0,1,0,0
Bennelong,Australian and not stated,Female,35-49,Group 3,Not stated/Sup,65,261,2,3,2,3,Bennelong,NSW,65,40.28,1,0,1,103751,0.0006265,0,1,0,1,0,0
Bennelong,Australian and not stated,Female,35-49,Group 4,Australia,425,262,2,1,2,4,Bennelong,NSW,425,40.28,1,0,0,103751,0.004096346,0,0,1,1,0,0
Bennelong,Australian and not stated,Female,35-49,Group 4,Born overseas,301,263,2,2,2,4,Bennelong,NSW,301,40.28,1,1,0,103751,0.002901177,0,0,1,1,0,0
Bennelong,Australian and not stated,Female,35-49,Group 4,Not stated/Sup,571,264,2,3,2,4,Bennelong,NSW,571,40.28,1,0,1,103751,0.005503561,0,0,1,1,0,0
Bennelong,Australian and not stated,Female,50-64,Group 1,Australia,1678,265,2,1,3,1,Bennelong,NSW,1678,40.28,1,0,0,103751,0.016173338,0,0,0,0,1,0
Bennelong,Australian and not stated,Female,50-64,Group 1,Born overseas,2290,266,2,2,3,1,Bennelong,NSW,2290,40.28,1,1,0,103751,0.022072076,0,0,0,0,1,0
Bennelong,Australian and not stated,Female,50-64,Group 1,Not stated/Sup,54,267,2,3,3,1,Bennelong,NSW,54,40.28,1,0,1,103751,0.000520477,0,0,0,0,1,0
Bennelong,Australian and not stated,Female,50-64,Group 2,Australia,438,268,2,1,3,2,Bennelong,NSW,438,40.28,1,0,0,103751,0.004221646,1,0,0,0,1,0
Bennelong,Australian and not stated,Female,50-64,Group 2,Born overseas,433,269,2,2,3,2,Bennelong,NSW,433,40.28,1,1,0,103751,0.004173454,1,0,0,0,1,0
Bennelong,Australian and not stated,Female,50-64,Group 2,Not stated/Sup,9,270,2,3,3,2,Bennelong,NSW,9,40.28,1,0,1,103751,8.67E-05,1,0,0,0,1,0
Bennelong,Australian and not stated,Female,50-64,Group 3,Australia,2894,271,2,1,3,3,Bennelong,NSW,2894,40.28,1,0,0,103751,0.027893707,0,1,0,0,1,0
Bennelong,Australian and not stated,Female,50-64,Group 3,Born overseas,3555,272,2,2,3,3,Bennelong,NSW,3555,40.28,1,1,0,103751,0.03426473,0,1,0,0,1,0
Bennelong,Australian and not stated,Female,50-64,Group 3,Not stated/Sup,65,273,2,3,3,3,Bennelong,NSW,65,40.28,1,0,1,103751,0.0006265,0,1,0,0,1,0
Bennelong,Australian and not stated,Female,50-64,Group 4,Australia,646,274,2,1,3,4,Bennelong,NSW,646,40.28,1,0,0,103751,0.006226446,0,0,1,0,1,0
Bennelong,Australian and not stated,Female,50-64,Group 4,Born overseas,654,275,2,2,3,4,Bennelong,NSW,654,40.28,1,1,0,103751,0.006303554,0,0,1,0,1,0
Bennelong,Australian and not stated,Female,50-64,Group 4,Not stated/Sup,462,276,2,3,3,4,Bennelong,NSW,462,40.28,1,0,1,103751,0.004452969,0,0,1,0,1,0
Bennelong,Australian and not stated,Female,65+,Group 1,Australia,3171,277,2,1,4,1,Bennelong,NSW,3171,40.28,1,0,0,103751,0.030563561,0,0,0,0,0,1
Bennelong,Australian and not stated,Female,65+,Group 1,Born overseas,2596,278,2,2,4,1,Bennelong,NSW,2596,40.28,1,1,0,103751,0.025021446,0,0,0,0,0,1
Bennelong,Australian and not stated,Female,65+,Group 1,Not stated/Sup,128,279,2,3,4,1,Bennelong,NSW,128,40.28,1,0,1,103751,0.001233723,0,0,0,0,0,1
Bennelong,Australian and not stated,Female,65+,Group 2,Australia,221,280,2,1,4,2,Bennelong,NSW,221,40.28,1,0,0,103751,0.0021301,1,0,0,0,0,1
Bennelong,Australian and not stated,Female,65+,Group 2,Born overseas,188,281,2,2,4,2,Bennelong,NSW,188,40.28,1,1,0,103751,0.001812031,1,0,0,0,0,1
Bennelong,Australian and not stated,Female,65+,Group 2,Not stated/Sup,8,282,2,3,4,2,Bennelong,NSW,8,40.28,1,0,1,103751,7.71E-05,1,0,0,0,0,1
Bennelong,Australian and not stated,Female,65+,Group 3,Australia,1577,283,2,1,4,3,Bennelong,NSW,1577,40.28,1,0,0,103751,0.015199853,0,1,0,0,0,1
Bennelong,Australian and not stated,Female,65+,Group 3,Born overseas,1242,284,2,2,4,3,Bennelong,NSW,1242,40.28,1,1,0,103751,0.011970969,0,1,0,0,0,1
Bennelong,Australian and not stated,Female,65+,Group 3,Not stated/Sup,60,285,2,3,4,3,Bennelong,NSW,60,40.28,1,0,1,103751,0.000578308,0,1,0,0,0,1
Bennelong,Australian and not stated,Female,65+,Group 4,Australia,1303,286,2,1,4,4,Bennelong,NSW,1303,40.28,1,0,0,103751,0.012558915,0,0,1,0,0,1
Bennelong,Australian and not stated,Female,65+,Group 4,Born overseas,1002,287,2,2,4,4,Bennelong,NSW,1002,40.28,1,1,0,103751,0.009657738,0,0,1,0,0,1
Bennelong,Australian and not stated,Female,65+,Group 4,Not stated/Sup,619,288,2,3,4,4,Bennelong,NSW,619,40.28,1,0,1,103751,0.005966208,0,0,1,0,0,1
Berowra,Australian and not stated,Male,18-34,Group 1,Australia,4671,289,1,1,1,1,Berowra,NSW,4671,33.55,0,0,0,99903,0.046755353,0,0,0,0,0,0
Berowra,Australian and not stated,Male,18-34,Group 1,Born overseas,885,290,1,2,1,1,Berowra,NSW,885,33.55,0,1,0,99903,0.008858593,0,0,0,0,0,0
Berowra,Australian and not stated,Male,18-34,Group 1,Not stated/Sup,24,291,1,3,1,1,Berowra,NSW,24,33.55,0,0,1,99903,0.000240233,0,0,0,0,0,0
Berowra,Australian and not stated,Male,18-34,Group 2,Australia,1764,292,1,1,1,2,Berowra,NSW,1764,33.55,0,0,0,99903,0.017657127,1,0,0,0,0,0
Berowra,Australian and not stated,Male,18-34,Group 2,Born overseas,121,293,1,2,1,2,Berowra,NSW,121,33.55,0,1,0,99903,0.001211175,1,0,0,0,0,0
Berowra,Australian and not stated,Male,18-34,Group 2,Not stated/Sup,12,294,1,3,1,2,Berowra,NSW,12,33.55,0,0,1,99903,0.000120117,1,0,0,0,0,0
Berowra,Australian and not stated,Male,18-34,Group 3,Australia,2639,295,1,1,1,3,Berowra,NSW,2639,33.55,0,0,0,99903,0.026415623,0,1,0,0,0,0
Berowra,Australian and not stated,Male,18-34,Group 3,Born overseas,1105,296,1,2,1,3,Berowra,NSW,1105,33.55,0,1,0,99903,0.011060729,0,1,0,0,0,0
Berowra,Australian and not stated,Male,18-34,Group 3,Not stated/Sup,15,297,1,3,1,3,Berowra,NSW,15,33.55,0,0,1,99903,0.000150146,0,1,0,0,0,0
Berowra,Australian and not stated,Male,18-34,Group 4,Australia,304,298,1,1,1,4,Berowra,NSW,304,33.55,0,0,0,99903,0.003042952,0,0,1,0,0,0
Berowra,Australian and not stated,Male,18-34,Group 4,Born overseas,62,299,1,2,1,4,Berowra,NSW,62,33.55,0,1,0,99903,0.000620602,0,0,1,0,0,0
Berowra,Australian and not stated,Male,18-34,Group 4,Not stated/Sup,386,300,1,3,1,4,Berowra,NSW,386,33.55,0,0,1,99903,0.003863748,0,0,1,0,0,0
Berowra,Australian and not stated,Male,35-49,Group 1,Australia,1458,301,1,1,2,1,Berowra,NSW,1458,33.55,0,0,0,99903,0.014594156,0,0,0,1,0,0
Berowra,Australian and not stated,Male,35-49,Group 1,Born overseas,486,302,1,2,2,1,Berowra,NSW,486,33.55,0,1,0,99903,0.004864719,0,0,0,1,0,0
Berowra,Australian and not stated,Male,35-49,Group 1,Not stated/Sup,29,303,1,3,2,1,Berowra,NSW,29,33.55,0,0,1,99903,0.000290282,0,0,0,1,0,0
Berowra,Australian and not stated,Male,35-49,Group 2,Australia,1975,304,1,1,2,2,Berowra,NSW,1975,33.55,0,0,0,99903,0.019769176,1,0,0,1,0,0
Berowra,Australian and not stated,Male,35-49,Group 2,Born overseas,315,305,1,2,2,2,Berowra,NSW,315,33.55,0,1,0,99903,0.003153058,1,0,0,1,0,0
Berowra,Australian and not stated,Male,35-49,Group 2,Not stated/Sup,25,306,1,3,2,2,Berowra,NSW,25,33.55,0,0,1,99903,0.000250243,1,0,0,1,0,0
Berowra,Australian and not stated,Male,35-49,Group 3,Australia,3929,307,1,1,2,3,Berowra,NSW,3929,33.55,0,0,0,99903,0.039328148,0,1,0,1,0,0
Berowra,Australian and not stated,Male,35-49,Group 3,Born overseas,3191,308,1,2,2,3,Berowra,NSW,3191,33.55,0,1,0,99903,0.031940983,0,1,0,1,0,0
Berowra,Australian and not stated,Male,35-49,Group 3,Not stated/Sup,50,309,1,3,2,3,Berowra,NSW,50,33.55,0,0,1,99903,0.000500485,0,1,0,1,0,0
Berowra,Australian and not stated,Male,35-49,Group 4,Australia,339,310,1,1,2,4,Berowra,NSW,339,33.55,0,0,0,99903,0.003393291,0,0,1,1,0,0
Berowra,Australian and not stated,Male,35-49,Group 4,Born overseas,167,311,1,2,2,4,Berowra,NSW,167,33.55,0,1,0,99903,0.001671621,0,0,1,1,0,0
Berowra,Australian and not stated,Male,35-49,Group 4,Not stated/Sup,463,312,1,3,2,4,Berowra,NSW,463,33.55,0,0,1,99903,0.004634495,0,0,1,1,0,0
Berowra,Australian and not stated,Male,50-64,Group 1,Australia,1550,313,1,1,3,1,Berowra,NSW,1550,33.55,0,0,0,99903,0.01551505,0,0,0,0,1,0
Berowra,Australian and not stated,Male,50-64,Group 1,Born overseas,848,314,1,2,3,1,Berowra,NSW,848,33.55,0,1,0,99903,0.008488234,0,0,0,0,1,0
Berowra,Australian and not stated,Male,50-64,Group 1,Not stated/Sup,26,315,1,3,3,1,Berowra,NSW,26,33.55,0,0,1,99903,0.000260252,0,0,0,0,1,0
Berowra,Australian and not stated,Male,50-64,Group 2,Australia,1916,316,1,1,3,2,Berowra,NSW,1916,33.55,0,0,0,99903,0.019178603,1,0,0,0,1,0
Berowra,Australian and not stated,Male,50-64,Group 2,Born overseas,662,317,1,2,3,2,Berowra,NSW,662,33.55,0,1,0,99903,0.006626428,1,0,0,0,1,0
Berowra,Australian and not stated,Male,50-64,Group 2,Not stated/Sup,27,318,1,3,3,2,Berowra,NSW,27,33.55,0,0,1,99903,0.000270262,1,0,0,0,1,0
Berowra,Australian and not stated,Male,50-64,Group 3,Australia,3715,319,1,1,3,3,Berowra,NSW,3715,33.55,0,0,0,99903,0.03718607,0,1,0,0,1,0
